index,zone,wind onshore,wind offshore,solar,utc_timestamp
t2877,DE,0.6619710389427809,0.8413276231263384,0.0,2017-04-30 20:00:00
t2878,DE,0.6421762969211303,0.8400428265524625,0.0,2017-04-30 21:00:00
t2879,DE,0.6740615773935048,0.7252676659528908,0.0,2017-04-30 22:00:00
t2880,DE,0.6494868550541263,0.7233404710920771,0.0,2017-04-30 23:00:00
t2881,DE,0.624293547026571,0.721627408993576,0.0,2017-05-01 00:00:00
t2882,DE,0.5877407563615914,0.7226980728051392,0.0,2017-05-01 01:00:00
t2883,DE,0.5452832841276536,0.7224839400428266,0.0,2017-05-01 02:00:00
t2884,DE,0.5200056235062561,0.7229122055674518,0.00047043497141202866,2017-05-01 03:00:00
t2885,DE,0.4977084212006186,0.7220556745182013,0.027610914091336758,2017-05-01 04:00:00
t2886,DE,0.4669478419794742,0.719271948608137,0.13602808134906275,2017-05-01 05:00:00
t2887,DE,0.4190918037396317,0.716916488222698,0.2885575740030397,2017-05-01 06:00:00
t2888,DE,0.40104034865738786,0.7325481798715203,0.42520083954548743,2017-05-01 07:00:00
t2889,DE,0.41777027976943626,0.686509635974304,0.5158862271115293,2017-05-01 08:00:00
t2890,DE,0.42896105721917616,0.6785867237687366,0.5566693204024028,2017-05-01 09:00:00
t2891,DE,0.431604105159567,0.6708779443254818,0.5443294492292103,2017-05-01 10:00:00
t2892,DE,0.43975818923098553,0.6518201284796574,0.49612795831222406,2017-05-01 11:00:00
t2893,DE,0.4266554196541544,0.6496788008565311,0.4308460592024318,2017-05-01 12:00:00
t2894,DE,0.40666385491353857,0.6477516059957173,0.35311572700296734,2017-05-01 13:00:00
t2895,DE,0.38633487979755377,0.6856531049250535,0.2667728160961135,2017-05-01 14:00:00
t2896,DE,0.37261352453254604,0.8074946466809422,0.16903090395889123,2017-05-01 15:00:00
t2897,DE,0.35996063545620693,0.8342612419700214,0.08931026995729897,2017-05-01 16:00:00
t2898,DE,0.33651061436805846,0.8616702355460385,0.030614460447275095,2017-05-01 17:00:00
t2899,DE,0.3354140306481091,0.8685224839400428,0.002424549468046609,2017-05-01 18:00:00
t2900,DE,0.33797272599465766,0.8693790149892934,0.0,2017-05-01 19:00:00
t2901,DE,0.3304372276114157,0.877730192719486,0.0,2017-05-01 20:00:00
t2902,DE,0.3198088007872909,0.8715203426124197,0.0,2017-05-01 21:00:00
t2903,DE,0.31238577252917193,0.8364025695931477,0.0,2017-05-01 22:00:00
t2904,DE,0.3158723464079854,0.7781584582441113,0.0,2017-05-01 23:00:00
t2905,DE,0.32267678897792773,0.7758029978586723,0.0,2017-05-02 00:00:00
t2906,DE,0.3352734429917053,0.784796573875803,0.0,2017-05-02 01:00:00
t2907,DE,0.3487979755377478,0.7867237687366168,0.0,2017-05-02 02:00:00
t2908,DE,0.36167580486433293,0.7933618843683083,0.00036187305493232976,2017-05-02 03:00:00
t2909,DE,0.37356952059609166,0.7800856531049251,0.012267496562205979,2017-05-02 04:00:00
t2910,DE,0.3725291719387038,0.8002141327623127,0.05804443801114569,2017-05-02 05:00:00
t2911,DE,0.3869253479544496,0.8211991434689507,0.12470145472968083,2017-05-02 06:00:00
t2912,DE,0.4091944327288064,0.7629550321199143,0.20406021567634075,2017-05-02 07:00:00
t2913,DE,0.42884858709405316,0.7374732334047109,0.28790620250416155,2017-05-02 08:00:00
t2914,DE,0.45317025165190494,0.7408993576017131,0.3619454295433162,2017-05-02 09:00:00
t2915,DE,0.47811050189793336,0.7323340471092077,0.41412752406455816,2017-05-02 10:00:00
t2916,DE,0.4794320258681288,0.728051391862955,0.42389809654773103,2017-05-02 11:00:00
t2917,DE,0.46523267257134826,0.7147751605995717,0.4089165520735326,2017-05-02 12:00:00
t2918,DE,0.4460002811753128,0.7077087794432548,0.3582543243830064,2017-05-02 13:00:00
t2919,DE,0.40028117531280755,0.7079229122055675,0.29297242527321415,2017-05-02 14:00:00
t2920,DE,0.3723323492197385,0.7173447537473233,0.2055438952015633,2017-05-02 15:00:00
t2921,DE,0.3507943202586813,0.75203426124197,0.10649924006658464,2017-05-02 16:00:00
t2922,DE,0.3283284127653592,0.7770877944325482,0.03419700369110516,2017-05-02 17:00:00
t2923,DE,0.31764375087867286,0.7790149892933619,0.0018817398856481146,2017-05-02 18:00:00
t2924,DE,0.328806410797132,0.7747323340471092,0.0,2017-05-02 19:00:00
t2925,DE,0.3096021369323773,0.7644539614561028,0.0,2017-05-02 20:00:00
t2926,DE,0.2969211303247575,0.860813704496788,0.0,2017-05-02 21:00:00
t2927,DE,0.2757205117390693,0.8940042826552462,0.0,2017-05-02 22:00:00
t2928,DE,0.25814705468859833,0.8946466809421841,0.0,2017-05-02 23:00:00
t2929,DE,0.23984254182482778,0.8901498929336188,0.0,2017-05-03 00:00:00
t2930,DE,0.21824827780120906,0.891220556745182,0.0,2017-05-03 01:00:00
t2931,DE,0.19125544777168565,0.8856531049250536,0.0,2017-05-03 02:00:00
t2932,DE,0.17947420216504992,0.8845824411134904,0.0005789968878917276,2017-05-03 03:00:00
t2933,DE,0.1805707858849993,0.8685224839400428,0.020771513353115726,2017-05-03 04:00:00
t2934,DE,0.17787150288204695,0.8494646680942184,0.09376130853296663,2017-05-03 05:00:00
